 ,Label,Area,Mean,IntDen,RawIntDen
1,SOX8:Cntl,19110.930,5436.169,103890253.525,216169273
2,SOX8:Expt,19110.930,2806.385,53632625.281,111595893
3,APOD:Cntl,19110.930,2573.625,49184359.546,102340180
4,APOD:Expt,19110.930,2102.089,40172878.460,83589573
